Papel,Cota��o,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. L�q.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. L�q,D�v.Brut/ Patrim.,Cresc. Rec.5a
CSTB3,15000,000,000,0000,"0,00%",0,000,000,0,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
MNSA3,042,000,000,0000,"0,00%",0,000,000,0,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,0,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
MNSA4,047,000,000,0000,"0,00%",0,000,000,0,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
CLAN3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-1,05%",000,"1.012.240.000,00",000,"-63,96%"
PMET3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","4,10%",000,"-290.863.000,00",000,"37,74%"
CSTB4,14769,000,000,0000,"0,00%",0,000,000,0,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
PORP4,240,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
POPR4,1017,000,000,0000,"0,00%",0,000,000,0,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
IVTT3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-0,40%",000,"1.083.050.000,00",000,"20,67%"
GNDI3,6695,"-3.584,82",584,3423,"2,39%",2378,7965,8705,-621,9113,5088,"3,93%","-0,09%",117,"3,09%","-0,16%",000,"7.116.080.000,00",053,"25,23%"
GPAR3,4750,"-1.248,65",494,441514,"0,00%",4566,1601,"1.947,84",2032,"1.854,27","1.881,39","22,67%","-35,36%",2008,"0,31%","-0,40%",000,"766.309.000,00",002,"-57,34%"
PRNR3,1439,-79847,220,0691,"0,50%",735,338,1127,-510,1479,860,"6,13%","0,76%",175,"8,49%","-0,28%","3.801.580,00","306.004.000,00",131,"42,77%"
PLDN4,48600,-55307,108,0919,"0,00%",611,107,-7556,310,-3312,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",001,"10,26%"
PETZ3,525,-49095,134,0757,"0,05%",616,370,1532,-315,1546,497,"4,94%","-0,15%",194,"5,01%","-0,27%","55.460.700,00","1.813.550.000,00",024,"22,18%"
HETA3,9600,-47077,-014,12606,"0,00%",3407,-4036,1621,-14,12365,12365,"77,78%","-2,68%",75,"21,09%","0,03%",000,"-351.500.000,00",-092,"37,25%"
BAHI4,8600,-41161,2438,6240,"0,00%",4149,-1679,-30161,-542,-31528,24572,"-2,07%","-1,19%",21,"-1,42%","-5,92%",000,"93.107.000,00",122,"30,91%"
LCSA4,3509,-33752,-22800,79738,"0,00%",125308,-20227,-50580,-9661,-50656,-50656,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
BAHI5,6500,-31110,1842,4716,"0,00%",3136,-1269,-22796,-409,-24163,18832,"-2,07%","-1,19%",21,"-1,42%","-5,92%",000,"93.107.000,00",122,"30,91%"
CRFB3,930,-30636,100,0174,"0,00%",215,-963,480,-72,862,592,"3,63%","0,14%",95,"6,01%","-0,33%","79.517.400,00","19.620.000.000,00",121,"16,46%"
BHGR3,1910,-27216,110,3613,"0,00%",855,-19445,2370,-856,2595,1420,"15,24%","-1,31%",96,"3,93%","-0,40%",000,"1.077.600.000,00",020,"20,67%"
DMMO3,176,-25865,-172,2854,"0,00%",3346,1190,637,-137,590,542,"44,81%","-1,10%",225,"70,39%","0,66%",000,"-553.275.000,00",000,"-17,37%"
SCLO3,1410,-25046,-10305,0000,"0,00%",239427,-9659,-16072,-9043,-16090,-16090,"0,00%","0,00%",21,"-191,75%","41,14%",000,"-131.355,00",-021,"-66,45%"
RJCP3,001,-22470,065,0000,"0,00%",619,000,-52294,0,-52396,-91732,"0,00%","0,00%",0,"0,00%","-0,29%",000,"17.287.200,00",000,"0,00%"
ABYA3,491,-21480,176,2055,"0,00%",527,198,1996,-275,3367,3367,"10,29%","-0,96%",209,"2,78%","-0,82%",000,"292.060.000,00",131,"16,41%"
PITI4,128,-20474,000,0000,"0,00%",0,000,"-2.637,65",0,"-2.637,65",11107,"0,00%","0,00%",0,"0,00%","0,00%",000,000,000,"-29,63%"
LCSA3,1250,-12023,-8122,28405,"0,00%",44638,-7205,-18018,-3441,-18095,-18095,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
MAGG3,5940,-11998,132,0684,"0,00%",440,932,407,-155,641,534,"16,82%","-0,57%",114,"14,05%","-1,10%",000,"2.246.130.000,00",103,"9,27%"
DOHL3,1017,-11724,111,1311,"0,00%",791,177,-29318,291,-31768,5477,"-0,45%","-1,12%",488,"-0,30%","-0,95%",6780,"691.577.000,00",017,"5,26%"
SQIA3,2737,-11033,370,3592,"0,00%",1490,2587,6233,-384,6732,1850,"5,76%","-2,88%",143,"2,81%","-3,35%",000,"650.717.000,00",065,"46,32%"
LINX3,3740,-9095,438,7885,"1,52%",2745,1196,5317,4706,5149,2297,"14,83%","-8,67%",214,"6,82%","-4,81%",000,"1.619.010.000,00",022,"15,54%"
BNCA3,7030,-9030,245,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-2,72%",000,"3.068.150.000,00",000,"2,41%"
FRIO3,16613,-8914,302,0512,"0,00%",530,1116,1188,-672,1993,1157,"4,31%","-0,22%",107,"6,36%","-3,39%","656.962,00","345.537.000,00",242,"8,19%"
AMIL3,3220,-7328,770,1129,"0,00%",2003,-1695,13658,-543,13861,5013,"0,83%","-1,53%",75,"2,22%","-10,51%",000,"1.532.980.000,00",124,"28,47%"
BRTP3,3571,-6726,245,1168,"0,00%",684,898,603,-240,755,755,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
IDVL11,14000,-6600,6056,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-91,76%",000,"237.683.000,00",000,"0,00%"
HAPV3,449,-5933,069,2121,"0,00%",456,1197,2991,-221,3342,4739,"7,09%","-3,57%",139,"1,71%","-1,17%","230.591.000,00","48.754.600.000,00",024,"30,20%"
PTBL3,529,-5326,192,0329,"0,00%",224,-439,750,-42,1794,686,"4,38%","-0,62%",87,"3,90%","-3,60%","2.703.980,00","388.929.000,00",327,"17,96%"
PEFX5,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
PEFX3,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
AESB3,1142,-5156,161,1919,"0,65%",339,-687,738,-59,1813,898,"26,00%","0,72%",77,"5,25%","-3,13%","38.112.200,00","4.262.700.000,00",286,"76,84%"
TEND3,1402,-5005,199,0563,"0,00%",367,185,697,-134,880,698,"8,08%","-1,36%",158,"6,52%","-3,97%","28.320.600,00","869.365.000,00",135,"8,65%"
NGRD3,135,-4999,069,1149,"0,42%",478,212,-4820,608,-2494,892,"-2,38%","-2,58%",239,"-1,41%","-1,38%","953.390,00","446.826.000,00",004,"5,58%"
MTIG4,2300,-4952,-35915,56001,"0,00%",36906,-5093,-9431,-4400,-9557,-10460,"-59,38%","-113,09%",27,"-47,80%","725,28%",000,"-7.835.380,00",-495,"-26,54%"
RAIL3,2361,-4886,306,3500,"0,39%",890,693,940,-192,1189,580,"37,22%","-7,12%",212,"11,59%","-6,26%","242.547.000,00","14.309.300.000,00",137,"15,77%"
CLSA3,727,-4850,193,2826,"0,00%",1570,365,-1670,381,-1247,-2865,"-16,92%","-5,83%",355,"-17,40%","-3,98%","13.069.600,00","707.285.000,00",003,"0,80%"
DOHL4,417,-4807,046,0537,"0,00%",324,073,-12021,119,-14471,2495,"-0,45%","-1,12%",488,"-0,30%","-0,95%","9.166,40","691.577.000,00",017,"5,26%"
TOYB4,250,-4796,-543,5256,"0,00%",4405,-647,-904,-383,-915,-967,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
AMBP3,8822,-4648,972,2829,"0,00%",1118,385,1398,-286,1902,1308,"20,23%","-2,74%",331,"11,22%","-20,92%","168.902.000,00","1.515.810.000,00",581,"70,36%"
IMBI3,501,-4642,281,"2.659,020","0,00%",518,-221,-9712,-37,-10472,-10745,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
RRRP3,2772,-4503,260,1463,"0,72%",592,1161,581,-102,1011,717,"25,19%","-3,00%",137,"11,74%","-5,78%","127.360.000,00","4.944.070.000,00",225,"168,78%"
CLAN4,300,-4492,047,15151,"0,00%",406,-1550,-8256,-636,-9743,2268,"-18,35%","-33,73%",73,"-0,50%","-1,05%",000,"1.012.240.000,00",008,"-63,96%"
TOYB3,229,-4394,-497,4815,"0,00%",4035,-593,-828,-350,-839,-887,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
EBTP3,1021,-4356,117,0548,"0,00%",353,-50247,642,-73,846,285,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
MGLU3,1362,-4290,092,0269,"0,00%",288,254,1001,-152,1250,555,"2,69%","-0,63%",129,"4,15%","-2,14%","284.524.000,00","10.974.000.000,00",041,"11,73%"
EBTP4,1000,-4266,114,0537,"0,00%",346,-49213,629,-71,833,281,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
FBRA4,3458,-3957,166,0457,"0,00%",738,1894,740,-443,1062,1062,"6,18%","-1,15%",111,"11,94%","-4,20%",000,"213.406.000,00",077,"12,48%"
BRTP4,2081,-3919,143,0681,"0,00%",399,523,351,-140,503,503,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
PDTC3,195,-3774,116,0485,"2,36%",226,048,2067,-297,4425,1040,"2,35%","-1,29%",285,"1,61%","-3,08%","69.196,80","133.105.000,00",257,"72,24%"
ARTR3,1001,-3651,121,0849,"0,00%",261,619,342,-40,1037,617,"24,87%","-2,33%",143,"8,82%","-3,32%",000,"4.746.520.000,00",304,"11,91%"
ITEC3,4010,-3512,2204,"2.611,690","0,00%",9216,2542,-2600,-6891,-2480,-2956,"-10.044,70%","-7.435,88%",523,"-63,06%","-62,76%",000,"20.143.000,00",000,"-74,79%"
BAHI3,720,-3446,204,0522,"0,00%",347,-141,-2525,-45,-3892,3033,"-2,07%","-1,19%",21,"-1,42%","-5,92%","17.405,90","93.107.000,00",122,"30,91%"
IMBI4,350,-3243,196,"1.857,600","0,00%",362,-154,-6785,-26,-7544,-7741,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
PRTX3,277,-3227,-14532,297651,"0,00%",1400,-257,-9711,-143,-12899,3719,"-306,50%","-922,47%",5,"-1,50%","450,37%",000,"-18.917.000,00",-4985,"307,96%"
APER3,4590,-3222,198,2628,"0,00%",996,11319,1417,-425,1515,1138,"18,55%","-8,24%",103,"8,33%","-6,15%","149.632,00","472.202.000,00",040,"42,20%"
ESPA3,109,-3142,046,0384,"0,00%",178,103,265,-99,724,455,"14,50%","-1,33%",167,"7,36%","-1,45%","535.114,00","864.673.000,00",099,"12,67%"
DFVA3,990,-3138,6069,4327,"0,00%",5365,2910,-5591,-3147,-5828,-5828,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
ASTA4,2583,-3079,100,0652,"0,00%",446,257,1990,-330,3320,3320,"3,28%","-2,12%",171,"2,52%","-3,25%",000,"515.672.000,00",085,"-4,73%"
AURE3,1159,-3004,094,1876,"16,39%",396,268,1348,-120,1733,989,"13,92%","-6,25%",245,"3,61%","-3,13%","35.973.900,00","12.315.500.000,00",067,"24,55%"
VGOR4,587,-2958,718,1229,"0,00%",1468,11397,2732,-322,3409,3409,"4,50%","-4,59%",104,"6,00%","-24,29%",000,"135.178.000,00",189,"4,77%"
CRBM3,9000,-2895,326,1498,"0,00%",1172,298,-1545,1690,-1417,-1417,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
ENAT3,2164,-2673,138,3034,"0,00%",447,172,3915,-185,4740,627,"7,75%","-11,35%",251,"2,11%","-5,15%","28.604.400,00","4.174.490.000,00",149,"15,11%"
MAPT4,501,-2646,-072,0000,"0,00%",5956,-24233,-3385,-64,-3385,-3385,"0,00%","0,00%",0,"-18,04%","2,73%","1.803,67","-6.382.000,00",000,"0,00%"
PTBL4,259,-2608,094,0161,"0,00%",110,-215,367,-21,1411,540,"4,38%","-0,62%",87,"3,90%","-3,60%",000,"388.929.000,00",327,"17,96%"
HETA4,521,-2555,-001,0684,"0,00%",185,-219,088,-1,10832,10832,"77,78%","-2,68%",75,"21,09%","0,03%",66384,"-351.500.000,00",-092,"37,25%"
DFVA4,800,-2535,4904,3497,"0,00%",4335,2351,-4518,-2543,-4755,-4755,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
CSNA3,1225,-2341,116,0372,"11,91%",174,228,259,-36,801,509,"14,35%","0,55%",129,"8,96%","-4,94%","72.522.300,00","14.048.400.000,00",362,"12,30%"
AURA33,1830,-2319,288,1583,"5,57%",811,636,572,-225,686,686,"27,68%","-6,83%",155,"20,47%","-12,42%","4.200.150,00","1.379.760.000,00",135,"8,87%"
MODL3,308,-2299,188,0000,"0,71%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
TAMM4,5273,-2274,380,0626,"0,00%",524,-3111,977,-96,1801,966,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
TAMM3,5260,-2268,379,0625,"0,00%",523,-3104,974,-96,1798,965,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
MAPT3,421,-2224,-061,0000,"0,00%",5005,-20363,-2845,-54,-2845,-2845,"0,00%","0,00%",0,"-18,04%","2,73%",30864,"-6.382.000,00",000,"0,00%"
ALPK3,386,-2204,236,0570,"0,00%",315,-383,237,-47,590,351,"23,98%","-2,15%",70,"15,99%","-10,70%","495.484,00","355.256.000,00",436,"29,67%"
MODL11,846,-2105,172,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
KROT11,4000,-2075,092,1773,"0,00%",447,533,874,-150,1362,884,"20,30%","-8,73%",194,"5,60%","-4,44%",000,"11.640.700.000,00",060,"0,63%"
MODL4,272,-2030,166,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
CRBM7,6000,-1930,218,0999,"0,00%",782,199,-1030,1126,-902,-902,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
WMBY3,2539,-1930,287,0836,"0,00%",182,120,862,-150,2502,2502,"9,70%","-7,05%",144,"2,39%","-14,86%",000,"212.439.000,00",651,"-14,48%"
TDBH4,066,-1863,128,0906,"0,00%",811,-615,873,-566,1023,1023,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
KROT4,512,-1859,083,1589,"0,00%",401,478,783,-134,1271,825,"20,30%","-8,73%",194,"5,60%","-4,44%",000,"11.640.700.000,00",060,"0,63%"
TANC4,4300,-1854,310,0511,"0,00%",428,-2537,796,-78,1620,869,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
RPAD3,900,-1694,074,0000,"0,00%",730,1454,-16079,1662,-14945,-14945,"0,00%","0,00%",1674,"-0,48%","-4,35%","3.194,67","1.034.620.000,00",000,"0,00%"
CCIM3,552,-1644,094,0498,"0,00%",198,053,896,-109,2504,3884,"5,55%","-3,03%",258,"2,38%","-5,75%",000,"660.347.000,00",193,"29,98%"
RPAD6,873,-1643,071,0000,"0,00%",708,1410,-15597,1612,-14463,-14463,"0,00%","0,00%",1674,"-0,48%","-4,35%","1.431,64","1.034.620.000,00",000,"0,00%"
CASH3,635,-1643,104,1697,"37,99%",821,127,-627,148,-116,-139,"-27,08%","-12,23%",655,"-40,77%","-6,36%","8.050.900,00","529.345.000,00",000,"21,96%"
RPAD5,870,-1637,071,0000,"7,02%",705,1405,-15543,1606,-14409,-14409,"0,00%","0,00%",1674,"-0,48%","-4,35%","9.036,42","1.034.620.000,00",000,"0,00%"
TDBH3,056,-1581,108,0769,"0,00%",688,-522,740,-480,891,891,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
GBIO33,1040,-1497,132,1518,"0,00%",791,757,1353,1758,1606,1606,"11,21%","-10,14%",131,"7,12%","-8,83%",000,"838.439.000,00",031,"-8,99%"
BIOM4,868,-1423,361,8895,"0,00%",2184,514,-1508,1265,-1434,-1439,"-59,00%","-62,52%",397,"-24,65%","-25,40%",000,"304.663.000,00",044,"41,76%"
LIGH3,1666,-1404,905,0493,"0,00%",324,-067,591,-42,1380,847,"8,35%","-3,51%",29,"6,29%","-64,47%",000,"723.121.000,00",1359,"2,21%"
ANIM3,345,-1383,057,0365,"13,66%",143,160,141,-30,537,351,"25,83%","-0,32%",169,"11,74%","-4,13%","21.805.300,00","2.437.730.000,00",208,"33,42%"
PCAR4,7211,-1365,816,1853,"0,00%",1764,19106,2666,-365,2799,1501,"6,95%","-13,51%",103,"8,86%","-59,80%",000,"4.331.000.000,00",098,"-35,22%"
LECO4,146,-1348,200,0637,"0,00%",924,-1684,-2969,-316,-3269,-3269,"-2,14%","-4,72%",82,"-3,48%","-14,82%",000,"105.928.000,00",020,"3,58%"
SEDU3,2380,-1336,1500,3443,"0,00%",1531,5790,-2247,-267,-2868,-6964,"-15,33%","-25,73%",109,"-8,15%","-112,29%",000,"415.869.000,00",467,"10,87%"
TESA3,4800,-1330,162,1007,"0,00%",523,-1110,941,-135,1525,1009,"10,71%","-7,58%",86,"6,42%","-12,18%",000,"858.223.000,00",104,"15,48%"
BIOM3,811,-1329,338,8310,"0,00%",2040,480,-1409,1182,-1335,-1339,"-59,00%","-62,52%",397,"-24,65%","-25,40%","1.295.560,00","304.663.000,00",044,"41,76%"
RCSL3,360,-1296,-4819,3057,"0,00%",1989,8411,-3308,-299,-3307,-5407,"-9,24%","-23,56%",107,"-6,26%","371,94%","1.083.920,00","-2.377.000,00",000,"18,51%"
PCAR5,6712,-1270,760,1725,"0,00%",1642,17784,2481,-340,2615,1403,"6,95%","-13,51%",103,"8,86%","-59,80%",000,"4.331.000.000,00",098,"-35,22%"
SIMH3,693,-1267,190,0167,"0,00%",78,085,111,-13,845,513,"14,96%","-1,60%",139,"9,24%","-14,98%","22.958.100,00","3.187.310.000,00",1627,"49,86%"
IGUA3,815,-1252,-144,0568,"0,00%",564,-065,822,-60,1480,580,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
FGUI3,1200,-1241,-215,16009,"0,00%",25203,-220,-5776,-205,-7017,-7017,"-27,72%","-129,00%",4,"-60,74%","17,32%",000,"-222.024.000,00",-046,"2,13%"
IGUA6,807,-1240,-143,0562,"0,00%",558,-064,814,-59,1472,577,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
IGUA5,798,-1226,-141,0556,"0,00%",552,-064,804,-59,1463,573,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
CBEE3,980,-1184,047,0315,"0,00%",137,-044,262,-26,907,504,"12,02%","-2,66%",37,"5,69%","-3,93%",52844,"5.353.100.000,00",121,"7,33%"
PRVI3,1054,-1174,161,0919,"0,00%",565,-25086,971,-148,987,639,"9,46%","-7,83%",99,"6,15%","-13,71%",000,"525.170.000,00",010,"16,19%"
DTCY3,472,-1174,-1084,10408,"0,00%",9399,-2450,-1843,-667,-1902,-4042,"-56,46%","-88,67%",54,"-59,13%","92,38%","1.934,31","-4.845.000,00",-046,"-23,98%"
HBSA3,379,-1165,213,1746,"0,00%",438,-974,"3.036,80",-75,"7.107,24",1819,"0,06%","-14,98%",82,"0,02%","-18,26%","12.355.000,00","1.354.690.000,00",346,"7,41%"
MTIG3,521,-1122,-8136,12686,"0,00%",8360,-1154,-2136,-997,-2262,-2476,"-59,38%","-113,09%",27,"-47,80%","725,28%",000,"-7.835.380,00",-495,"-26,54%"
CPNY3,235,-1100,042,0232,"0,00%",54,020,121,-13,421,421,"19,13%","-2,11%",226,"5,48%","-3,86%",000,"398.830.000,00",233,"20,10%"
EPAR3,590,-1006,114,1198,"48,69%",897,411,-515,1251,-484,1454,"-23,29%","-11,91%",425,"-18,50%","-11,34%","49.865,10","76.840.000,00",000,"-26,73%"
ECPR4,9074,-992,122,0000,"0,00%",624,17557,-8297,-129,-8260,-8272,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
ECPR3,9025,-987,121,0000,"0,00%",621,17462,-8252,-129,-8215,-8227,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
ZAMP3,347,-981,076,0230,"0,00%",221,3027,1056,-51,2030,337,"2,18%","-2,34%",103,"2,71%","-7,79%","2.099.780,00","1.250.910.000,00",125,"16,03%"
BAHI11,200,-957,057,0145,"0,00%",96,-039,-701,-13,-2068,1612,"-2,07%","-1,19%",21,"-1,42%","-5,92%",000,"93.107.000,00",122,"30,91%"
CRPG3,3380,-893,173,1786,"0,82%",1168,196,-1365,276,-1195,-1953,"-13,09%","-20,00%",492,"-10,82%","-19,37%",000,"566.897.000,00",001,"-2,08%"
TERI3,6428,-883,029,0107,"0,00%",81,790,720,-26,3956,3956,"1,49%","-1,91%",103,"1,25%","-3,27%",000,"3.641.000.000,00",143,"7,94%"
MRVE3,755,-881,064,0524,"0,00%",157,077,749,-63,2127,1681,"7,00%","-6,02%",177,"2,19%","-7,26%","81.391.200,00","6.644.220.000,00",124,"5,65%"
MGEL3,2500,-849,921,0160,"0,00%",194,095,230,-39,1123,841,"6,93%","-1,88%",175,"9,84%","-108,43%",000,"15.700.000,00",4004,"15,33%"
ALLL3,397,-822,051,0589,"0,00%",150,117,158,-32,407,199,"37,22%","-7,12%",212,"11,59%","-6,26%",000,"14.309.300.000,00",137,"15,77%"
AALR3,1500,-812,163,1492,"0,00%",659,-1141,3491,-176,4645,1472,"4,28%","-17,52%",78,"2,21%","-20,06%","789.446,00","1.089.040.000,00",077,"5,49%"
SEMP3,1686,-812,136,15081,"0,00%",1201,1567,-442,1567,-407,-407,"-340,98%","-185,82%",164,"-30,21%","-16,81%",000,"118.441.000,00",000,"-10,37%"
SZPQ4,664,-785,220,0855,"0,00%",744,262,-2031,-317,-2277,-2277,"-4,21%","-10,89%",297,"-3,77%","-28,00%",000,"684.467.000,00",030,"-11,71%"
NORD3,1000,-784,-040,25793,"0,00%",3421,-039,-21567,-36,-33922,-33922,"-11,96%","-328,91%",1,"-1,61%","5,13%","24.496,20","-164.681.000,00",-023,"11,37%"
DMFN3,1250,-779,114,0000,"0,04%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-14,68%",77444,"675.904.000,00",000,"9,15%"
CRPG6,2879,-761,147,1522,"0,97%",995,167,-1163,235,-993,-1622,"-13,09%","-20,00%",492,"-10,82%","-19,37%","10.437,40","566.897.000,00",001,"-2,08%"
CRPG5,2851,-753,146,1507,"1,02%",985,165,-1151,232,-982,-1604,"-13,09%","-20,00%",492,"-10,82%","-19,37%","60.471,80","566.897.000,00",001,"-2,08%"
MEDI3,1155,-752,189,0374,"0,00%",824,-1002,-911,-331,-661,-661,"-4,11%","-4,98%",79,"-12,30%","-25,13%",000,"426.164.000,00",002,"13,02%"
SCLO4,041,-728,-300,0000,"0,00%",6962,-281,-467,-263,-485,-485,"0,00%","0,00%",21,"-191,75%","41,14%",000,"-131.355,00",-021,"-66,45%"
ALLL4,332,-687,043,0492,"0,00%",125,097,132,-27,381,186,"37,22%","-7,12%",212,"11,59%","-6,26%",000,"14.309.300.000,00",137,"15,77%"
ALLL11,1650,-683,043,0489,"0,00%",124,097,131,-27,380,186,"37,22%","-7,12%",212,"11,59%","-6,26%",000,"14.309.300.000,00",137,"15,77%"
TCNO3,120,-681,-840,0000,"0,00%",34,-008,-287,-4,-1511,-1745,"0,00%","0,00%",28,"-1,59%","123,36%",000,"-946.000,00",-3576,"-32,39%"
QUAL3,198,-680,043,0339,"0,00%",130,418,125,-39,376,186,"27,14%","-4,61%",109,"14,28%","-6,33%","5.907.700,00","1.305.550.000,00",148,"-5,00%"
MEAL3,174,-660,047,0230,"0,00%",186,-7371,-396,-43,-664,642,"-5,80%","-3,48%",99,"-5,43%","-7,14%","1.086.420,00","1.056.910.000,00",050,"15,23%"
ENJU3,179,-643,113,1482,"0,00%",831,209,-512,262,-219,-388,"-28,96%","-23,05%",317,"-35,18%","-17,58%","1.771.210,00","324.577.000,00",000,"41,62%"
LIGT3,600,-604,083,0157,"0,00%",92,-025,132,-14,673,453,"11,90%","-2,61%",40,"8,52%","-13,78%","5.801.500,00","2.688.190.000,00",443,"1,23%"
